steam_appid;Mesclado.1;Processador_min.1;RAM_min.1.1;GPU_min.1;
752300;;Dual Core + ;1 GB RAM ;512MB + DirectX: Version 9.0c ;
752310;;2.2 GHz Dual Core ;2 GB RAM ;512 MB RAM ;
752330;;2,0 GHz ;4 GB RAM ;DirectX 9 compatible DirectX: Version 9.0 ;
752360;;Intel Core i3 ;2 GB RAM ;Nvidia GT 740 DirectX: Version 10 ;
752380;;2.0 GHz+ Dual Core Processor or higher ;4 GB RAM ;Intel HD 3000 or higher DirectX: Version 9.0 ;
752400;;Intel Core i3 ;2 GB RAM ;Nvidia GT 740 DirectX: Version 10 ;
752430;;Core i ;2 GB RAM ;GeForce 300 DirectX: Version 11 ;
752470;;Intel Core i3 or greater ;4 GB RAM ;GeForce GTX 260 or greater ;
752500;;2.0 GHz equivalent or faster processor ;128 MB RAM ;256 Mb ;
752550;;Intel(R) Core(TM) i5 CPU ;4 GB RAM ;ATI Mobility Radeon HD 5400 Series ;
752560;;Core i3 2GHz and above ;4 GB RAM ;GeForce GTS250 / Radeon HD5750 or better;
752570;;Intel Core i5 ;8 GB RAM ;NVIDIA Geforce GT 740 DirectX: Version 11 ;
752600;;Intel Pentium 4 ;1 GB RAM ;Intel HD Graphics 4000 DirectX: Version 9.0 Network: Broadband Internet connection ;
752640;;Intel Core 1.8Ghz+ ;2 GB RAM ;DirectX 9.0c compliant DirectX: Version 9.0c ;
752690;;Intel Core 2 Duo e8400 ;2 GB RAM ;nVidia GT 630 ;
752700;;Any 64 or 32 bit processor ;1 GB RAM ;DirectX or OpenGL Compatible Video card ;
752710;;Any 64 or 32 bit processor ;2 GB RAM ;DirectX or OpenGL Compatible Video card ;
752730;Requires a 64-bit processor and operating system ;Intel Core i5-4590 or AMD FX 8350 (equivalent or better) ;4 GB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 (equivalent or better) DirectX: Version 11 Network: Broadband Internet connection ;
752750;Requires a 64-bit processor and operating system ;Intel Core i5-4590 or AMD FX 8350 (equivalent or better) ;8 MB RAM ;Nvidia GTX 970 or AMD RX 480 (equivalent or better) DirectX: Version 11 ;
752770;;Atom Bay Trail ;2 GB RAM ;Intel HD Graphics DirectX: Version 11 ;
752780;;Intel 80386 / AMD Am386 or higher processor ;1 MB RAM ;16-color CGA/MDA 80x25 text mode enabled or better ;
752790;;Intel i5 ;4 GB RAM ;Intel graphics card DirectX: Version 9.0 ;
752800;;2.0GHz ;1 GB RAM ;512 MB DirectX: Version 9.0c ;
752810;;;;;
752830;;;;;
752850;;;;;
752880;;1.5 Ghz Dual Core ;2 GB RAM ;Any ;
752910;;1 GHz ;4 GB RAM ;GeForce 460/Radeon HD 5850/Intel HD 4600 with at least 1024 MB video RAM Network: Broadband Internet connection ;
753060;Requires a 64-bit processor and operating system ;Core i3/AMD A8 ;2 GB RAM ;GTX960 DirectX: Version 11 Network: Broadband Internet connection ;
753090;;Core i3 ;4 GB RAM ;GTX 970 ;
753100;;2.2 GHz Dual Core ;2 GB RAM ;512 MB RAM ;
753110;;2.2 GHz Dual Core ;2 GB RAM ;512 MB RAM ;
753140;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
753170;Минимальные: ОС: 7,8,10 Процессор: 1.2 Ghz or faster processor Видеокарта: 512 MB Место на диске: 150 MB Дополнительно: Keyboard and Mouse;;;;
753220;;Intel Core i5 ;2 GB RAM ;Intel HD 3000 DirectX: Version 9.0c ;
753230;;Intel Core i3 or AMD Phenom ii X2 ;4 GB RAM ;Nvidia 8800 GT, AMD 5670 DirectX: Version 9.0 Network: Broadband Internet connection ;
753240;;Intel I3 ;4 GB RAM ;Nvidia GeForce 2xx-Series DirectX: Version 9.0 ;
753270;;1.5 GHz ;100 MB RAM ;;
753360;;2GHz以上 Graphics: DirectX 9 compatible graphics card Hard Drive: 2 GB available space;;;
753370;Requires a 64-bit processor and operating system ;Intel® i5-4590, AMD FX 8350 equivalent or better ;8 GB RAM ;NVIDIA GeForce GTX 980, AMD Radeon R9 290 equivalent or better DirectX: Version 11 ;
753380;;Pentium 4 2.4Ghz ;1 GB RAM ;Intel HD Graphics DirectX: Version 9.0c ;
753420;;Dual core 2.6 ghz + ;1 GB RAM ;nVidia GTS 450 or better ;
753440;;Intel Core i5 1.8 GHz ;4 GB RAM ;512mb DirectX-compliant ;
753490;最低配置: 操作系统:  10 处理器: i-5 or better 内存: 8 GB RAM 图形: GTX  960 or better 存储空间: 需要 2 GB 可用空间;;;;
753560;;2Ghz ;4 GB RAM Hard Drive: 150 MB available space;;
753570;;Intel i5 ;2 GB RAM ;Intel HD 4000 ;
753610;Requires a 64-bit processor and operating system ;Intel Core i3-4340 / AMD FX-6300 ;6 GB RAM ;nVidia GeForce GTX 660 2GB / AMD Radeon HD 7850 2 GB DirectX: Version 11 ;
753630;;Intel I5 or Better ;8 GB RAM Hard Drive: 100 MB available space;;
753660;;Quad Core 2.6 GHz ;2048 MB RAM ;R7 360 DirectX: Version 9.0c ;
753670;;1.6Ghz ;500 MB RAM ;128 mb Video Memory, capable of Shader Model 1.0, DirectX11 DirectX: Version 9.0 ;
753900;;Intel Core i5-4590 or AMD FX 8350 ;4 GB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 ;
753920;Requires a 64-bit processor and operating system ;Intel i5-4590 equivalent or greater ;8 GB RAM ;AMD R9 290 or NVIDIA GTX 970 DirectX: Version 11 ;
753930;Betriebssystem:  7 Prozessor: Intel i-5 Series Arbeitsspeicher: 6 GB RAM Grafik: NVIDIA GeForce GTX 760 Speicherplatz: 6 GB verfügbarer Speicherplatz;;;;
753950;;Intel Core2 Duo ;2 GB RAM ;1024x768 or better video resolution in High Color mode ;
753960;;Intel® i5-4590, AMD FX 8350 equivalent or better ;2 GB RAM ;NVIDIA GeForce® GTX 960 DirectX: Version 9.0c ;
753980;;Intel Pentium4 2.0 GHz ;512 MB RAM ;;
753990;;1.2 Ghz+ ;500 MB RAM ;300 MB DirectX: Version 9.0 ;
754000;;Intel i5 ;6 GB RAM ;gtx 970 DirectX: Version 11 Network: Broadband Internet connection ;
754020;Requires a 64-bit processor and operating system ;i7 7700k ;8 GB RAM ;Nvidea GTX970 DirectX: Version 10 ;
754040;;1 GHz ;1024 MB RAM ;512MB DirectX: Version 7.0 ;
754110;;1 Ghz or faster processor ;1 GB RAM ;512 MB ;
754120;;SSE2 instruction set support Graphics: Graphics card with DX10 (shader model 4.0) capabilities Hard Drive: 500 MB available space;;;
754130;;2.0 GHz ;2 GB RAM ;Intel 4000 DirectX: Version 10 ;
754150;;Intel i5 range or similar ;2 GB RAM ;GTX 980 or similar (VR) Any low-end graphics card (PC) ;
754160;;Intel Core2 Duo or better ;2 GB RAM GB RAM ;DirectX 9/OpenGL 4.1 capable GPU DirectX: Version 9.0 ;
754230;;2.2GHz Dual Core ;1 GB RAM ;Intel HD Graphics 4000 DirectX: Version 10 ;
754270;;;;;
754300;;Intel® Pentium®4 1.5GHz ;256 MB RAM ;1024x768 or better video resolution in High Color mode ;
754310;Requires a 64-bit processor and operating system ;Intel Core i7 5930 or greater ;16 GB RAM ;Nvidia GeForce GTX 980 equivalent or greater ;
754330;;1 GHz ;512 MB RAM ;Integrated video ;
754340;;Single Core 1.6 Ghz ;1024 MB RAM ;512 Mb non integrated Direct X9  or OpenGL 3.2 to 4.5 DirectX: Version 9.0 ;
754350;;Intel® Core™ i3-530 @ 2.93 GHz / AMD Phenom™ II X4 805 @ 2.50 GHz or better ;4 GB RAM ;NVIDIA® GeForce® GT 450 1GB / ATI® Radeon™ HD 7770 1GB or better DirectX: Version 11 Network: Broadband Internet connection ;
754380;;Intel Core i5 or higher ;4 GB RAM ;GeForce GTX 960, R9 285 or higher ;
754400;;Intel Dual-Core 2GHz or AMD Dual-Core 2GHz ;4 GB RAM ;NVIDIA GeForce 400 series or AMD Radeon HD 6000 series, 1GB Video Card (Minimum Shader Model 2.0) ;
754410;Requires a 64-bit processor and operating system ;intel core ;4 GB RAM ;GeForce GTX 970 ;
754460;;1 GHz ;512 MB RAM Hard Drive: 97 MB available space;;
754480;Requires a 64-bit processor and operating system ;Intel Core i3-4340 / AMD FX-6300 ;6 GB RAM ;nVidia GeForce GTX 660 2GB / AMD Radeon HD 7850 2GB DirectX: Version 11 Network: Broadband Internet connection ;
754510;;Athlon 2 X3 450 ;1024 MB RAM ;GeForce EN9600 GT ;
754520;;Athlon 2 X3 450 ;1024 MB RAM ;GeForce EN9600 GT ;
754530;Requires a 64-bit processor and operating system ;Intel Core I5 6500 or equivalent ;8 GB RAM ;Direct X 11.0 compliant 4 gb DirectX: Version 11 ;
754540;Mínimos: SO:  XP SP2+ Processador: SSE2 instruction set support Memória: 4 GB de RAM Placa de vídeo: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities Armazenamento: 30 MB de espaço disponível;;;;
754610;;Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940 ;4 GB RAM ;Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870 ;
754620;;Intel Core i3 ;2 GB RAM ;Intel HD Graphics 4000 DirectX: Version 9.0 ;
754800;;1 GHz ;1 GB RAM ;128 mb ;
754810;Минимальные: ОС: Win XP+ Процессор: 1Ghz Оперативная память: 512 MB ОЗУ Видеокарта: DirectX® 9 Compatible Graphics Card Место на диске: 500 MB Звуковая карта: DirectSound-compatible sound card;;;;
754830;;1.6 GHz ;512 MB RAM ;1024x768 resolution DirectX: Version 9.0 ;
754840;;Pentium 4 1.2 GHz ;1 GB RAM ;1280 x 720 DirectX: Version 9.0c ;
754850;;Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 965 ;4 GB RAM ;Nvidia GPU GeForce GTX 1050 / AMD GPU Radeon R9 270 DirectX: Version 11 ;
754930;;Intel Core i5 ;8 GB RAM ;NVIDIA GTX 970 DirectX: Version 11 ;
755130;;Intel® i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or better DirectX: Version 11 ;
755140;;2 GHz or faster processor ;1024 MB RAM ;Intel HD 4700 or better DirectX: Version 9.0 ;
755150;;Intel Core i3-2100 ;2 GB RAM ;GeForce GT 350 DirectX: Version 11 ;
755220;;CPU: SSE2 instruction set support. ;2 GB RAM ;"DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work. ";
755230;;core 2 duo ;1 MB RAM ;nvidia gt610 or equivalent ;
755240;;CPU: SSE2 instruction set support. ;2 GB RAM ;"DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work. ";
755250;;Pentium 4 ;512 MB RAM ;any;
755320;Tối thiểu: HĐH: Microsoft  10/8/8.1/7 with Service Pack 1 Bộ xử lý: Intel Core 2 Duo 2.66GHz, AMD Phenom 2.10GHz Bộ nhớ: 2 GB RAM Đồ họa: Intel HD Graphics, ATI Radeon HD 5000, NVIDIA GeForce 9500GT Lưu trữ: 500 MB chỗ trống khả dụng Card âm thanh: PCI sound card or on-board audio output Ghi chú thêm: Internet connection is required for program activation, file format activation, first time to play of an Ultra HD Blu-ray movie, and other online services.;;;;
755340;;;;;
755350;;1Ghz ;512 MB RAM ;DirectX® 9 Compatible Graphics Card DirectX: Version 9.0 ;
755410;;Intel® i5-4590 or equivalent ;4 GB RAM ;NVIDIA GeForce® GTX 980 or equivalent ;
755450;Requires a 64-bit processor and operating system ;Intel Core i5 4590 or AMD FX 8350 or better ;8 GB RAM ;GeForce GTX 970 or AMD Radeon R9 290 or better DirectX: Version 11 ;
755470;Memory: 4 GB RAM;;;;
755490;;300 MHz Pentium or Better ;256 MB RAM ;1024x768 resolution 32-bit True Color - DirectX 9 Compatible DirectX: Version 9.0 ;
755500;Requires a 64-bit processor and operating system ;Intel Core i5-2300 or AMD A10-7850K ;4 GB RAM ;GeForce GTX 660 or Radeon HD 7950 DirectX: Version 11 ;
755520;;2.8 GHz Intel® Core™2 Duo or better ;1 GB RAM ;512 MB DirectX: Version 10 Network: Broadband Internet connection ;
755530;Минимальные: Требуются 64-разрядные процессор и операционная система ОС:  Vista Процессор: Dualcore i5 2.5 GHz Оперативная память: 3 GB ОЗУ Видеокарта: GeForce GTX 650 or comparable DirectX: Версии 10 Место на диске: 600 MB Звуковая карта: DirectX compatible sound card;;;;
755540;Requires a 64-bit processor and operating system ;Latest Intel® i5 / Ryzen or better ;8 GB RAM ;NVIDIA GTX 1070 or better DirectX: Version 11 ;
755560;;Intel i5 ;512 MB RAM ;An integrated graphics card ;
755570;;Intel i5 2.6Ghz or AMD equivalent ;4 GB RAM ;GeForce GTX 460 or AMD equivalent DirectX: Version 11 ;
755580;;Intel Pentium 4 1.3 GHz ;512 MB RAM ;Video Any 3D capable card DirectX: Version 11 ;
755590;;Core 2 Duo 2.66Ghz ;1 GB RAM ;256 MB Graphics Memory and Directx 9.0c Compatible gpu DirectX: Version 9.0c ;
755600;Minimalne: System operacyjny:  7/8/10 - 64bits Procesor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalent Pamięć: 2 GB RAM Karta graficzna: Intel HD graphique Miejsce na dysku: 100 MB dostępnej przestrzeni Karta dźwiękowa: All;;;;
755610;;Basic processor ;2 GB RAM ;On-board graphics is probably enough ;
755630;;Pentium 3 @ 600 MHz Processor ;1 GB RAM ;Graphics card: DX9 (shader model 3.0) DirectX: Version 8.1 ;
755670;Requires a 64-bit processor and operating system ;AMD FX-4350, 4.2 GHz / Intel Core i5-2300, 2.80 GHz ;8 GB RAM ;AMD HD 7870, 2 GB / NVIDIA GTX 660, 2 GB ;
755760;;2 GHz ;1 GB RAM ;DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities ;
755770;Requires a 64-bit processor and operating system ;Intel i5-6400 equivalent or better ;8 GB RAM ;Nvidia GeForce GTX 980, AMD Radeon R9 Fury equivalent or better DirectX: Version 11 ;
755790;;Intel i3 8130U(2Cores, 2.3GHz) or equivalent ;4 GB RAM ;NVIDIA GeForce GT 730 or equivalent Network: Broadband Internet connection ;
755800;;CPU with SSE2 support ;2 GB RAM ;DirectX 10 compatible DirectX: Version 10 Network: Broadband Internet connection ;
755820;;Intel Core 2 CPU ;2 GB RAM ;NVIDIA GT/s 4xx or Equivalent ;
755830;;Intel® Core™ i5-2450M Processor (3M Cache, up to 3.10 GHz) or Better ;2 GB RAM ;Intel(R) HD Graphics 3000 or better DirectX: Version 9.0c ;
755850;;Intel Core i5-4590 or higher ;4 GB RAM ;NVIDIA GeForce GTX970, AMD Radeon R9 290 or higher ;
755890;最低: ;;;;
755920;;2.5Ghz Dual Core ;4 GB RAM ;Dedicated graphic card DirectX: Version 9.0c ;
755950;;Intel Pentium (or similar AMD) 1.5 GHz ;512 MB RAM ;256 MB DirectX: Version 9.0c ;
755980;;Core I3 ;4 GB RAM ;Nvidia GTX 560 DirectX: Version 11 Network: Broadband Internet connection ;
756020;;Intel Core i3 ;2 GB RAM ;512 MB DirectX: Version 9.0 ;
756040;Requires a 64-bit processor and operating system ;Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or greater ;8 GB RAM ;NVIDIA GTX 1050 Ti / AMD Radeon RX 470 or greater ;
756090;;Intel i3 or Amd equivalent ;4 GB RAM ;Dedicated Gpu with 1GB vram Network: Broadband Internet connection ;
756100;Processor: Core i5 Memory: 2048 MB RAM DirectX: Version 11 Hard Drive: 512 MB available space;;;;
756150;;1 Ghz ;1 GB RAM ;DirectX 9.0 Compatible ;
756190;;1.2 Ghz or faster processor ;512 MB RAM ;256 MB ;
756200;;Dual Core ;2 GB RAM ;;
756210;;Intel Core i3 (2nd Gen) 2350M / 2.3 GHz ;2 GB RAM ;Intel HD Graphics 3000 ;
756220;;Intel Core2 Duo or better. ;2 GB RAM ;DirectX 9/OpenGL 4.1 capable GPU. DirectX: Version 9.0 ;
756230;;Intel Celeron 1300 MHz ;128 MB RAM ;Intel HD Graphics DirectX: Version 9.0 ;
756240;Requires a 64-bit processor and operating system ;2 GHz ;1 GB RAM Hard Drive: 238 MB available space;;
756260;;1.2 Ghz or faster processor ;512 MB RAM ;256 MB ;
756290;Requires a 64-bit processor and operating system ;i3 ;8 GB RAM ;GTX 980 ;
756320;;2 GHz ;2 GB RAM ;Intel HD 3000 or better DirectX: Version 9.0 ;
756340;;Intel i5-4590 equivalent or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD equivalent or greater ;
756350;;2.0GHz ;6 GB RAM ;GTX 280 or ATI analog DirectX: Version 9.0c ;
756360;;Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750 processor or better ;512 MB RAM ;Video card must be 256 MB ;
756380;;2.0Ghz ;1 GB RAM ;128MB support for SDL 1.2 ;
756420;;1.6 GHz ;1 GB RAM ;Intel HD Graphics DirectX: Version 9.0 ;
756440;;1 GHz ;1 GB RAM ;OpenGL 2.1 or higher DirectX: Version 9.0 ;
756490;;2.0 Ghz ;2 GB RAM ;128mb Video Memory, capable of DirectX: Version 9.0 ;
756500;;2.0 GHz ;1 GB RAM ;256 MB VRAM ;
756520;;Intel Core i5-4590 or AMD FX 8350 (equivalent or better) ;4 GB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 (equivalent or better) DirectX: Version 9.0c ;
756560;;Core 2 Duo ;2 GB RAM ;Intel HD 3000 ;
756590;Requires a 64-bit processor and operating system ;Core i5  2.6GHz or better ;4 GB RAM ;NVIDIA GeForce GTX550Ti or better, 1280x720 DirectX: Version 11 Network: Broadband Internet connection ;
756600;;Intel Core i3 Sandy Bridge ;4 GB RAM ;Intel HD Graphic 3000 (laptop) / nVidia Geforce 210 or better DirectX: Version 9.0c Network: Broadband Internet connection ;
756630;;Dual Core 2.80 Ghz or higher ;2 GB RAM ;Nivida 850M or better DirectX: Version 9.0c ;
756650;;Intel™ Core™ i5-4590 or AMD FX™ 8350, equivalent or better ;4 GB RAM ;NVIDIA GeForce™ GTX 1060 or AMD Radeon™ RX 480, equivalent or better ;
756680;;Intel Dual Core 6600 @ 2.4GHz ;4 GB RAM ;Intel 4400, GeForce GTX 280, AMD Radeon HD 7750 ;
756700;Requires a 64-bit processor and operating system ;Intel i5-4590 equivalent or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD equivalent or greater ;
756740;Requires a 64-bit processor and operating system ;Intel Core i7-6700 ;4 GB RAM ;AMD Radeon R7 350X ;
756790;;1.6GHz+ ;2 GB RAM ;Intel HD 4000 ;
756810;;1 GHz Processor ;512 MB RAM ;3D graphics card compatible with DirectX 7 DirectX: Version 7.0 ;
756840;;core i5 ;2 GB RAM ;GTX 6xx or later DirectX: Version 11 ;
756860;;Intel Core 6400 / 2.7 GHz / AMD A8-7600 APU 3.1 GHz or equivalent ;4 GB RAM ;ATI or Nvidia graphics card with 512MB video ram or better and Shader Model 3.0+ support. (ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher) Network: Broadband Internet connection ;
756870;;600 MHz or higher processor ;256 MB RAM ;Integrated Graphics DirectX: Version 8.1 Sound Card: Integrated Audio;
756880;;2.0 Ghz or faster ;2 GB RAM ;OpenGL 3.0+ Compatible Card ;
756980;;Intel Core i3 2.00 GHz or AMD equivalent ;6 GB RAM ;NVIDIA GeForce 450 or higher with 1GB Memory DirectX: Version 11 ;
757030;;2.5 GHZ ;1024 MB RAM ;;
757040;;1.0GHz ;128 MB RAM ;128MB ;
757060;;Intel i5 or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD equivalent or greater DirectX: Version 11 ;
757080;;;;;
757100;;Core i5 ;8 GB RAM ;GeForce GTX 960 DirectX: Version 11 ;
757130;;AMD Athlon(tm) II X3 455 Processor 3.30 GHz ;4 GB RAM ;NVIDIA GeForce GTX 650 1Gb DirectX: Version 9.0c ;
757160;Минимальные: ОС:  7 Процессор: 3.0 GHz Dual-Core or equivalent Оперативная память: 2 GB ОЗУ Видеокарта: GTX 650 or equivalent Место на диске: 200 MB;;;;
757170;;Intel atom 1.2 GHz ;1 GB RAM ;Intel HD Graphics ;
757180;;Intel Core 2 1.06Ghz ;1 GB RAM Hard Drive: 100 MB available space;;
757190;;1.8 Ghz Processor ;512 MB RAM ;GT 630 Network: Broadband Internet connection ;
757200;;1.2GHz Processor ;256 MB RAM ;DirectX 9 compatible AGP graphics card with 32MB RAM DirectX: Version 9.0 ;
757210;;Single Core 1.7 GHz ;512 MB RAM ;DirectX 9 compatible Graphics Card DirectX: Version 9.0 Network: Broadband Internet connection ;
757230;;Intel Pentium 4, 2GHz or higher ;2 GB RAM ;512 MB DirectX: Version 9.0 ;
757240;Requires a 64-bit processor and operating system ;;;;
757290;;Intel® Pentium® 4 2.0 GHz equivalent or faster processor ;512 MB MB RAM ;VIDEO CARD: 1024 x 768 resolution ;
757300;Betriebssystem:  7 / 8 / 8.1 / 10 Prozessor: i3 4th generation / i5 2nd generation / A6 series Arbeitsspeicher: 4 GB RAM Grafik: Intel HD 4000 / AMD Radeon 5800 series / nvidia 550Ti DirectX: Version 11 Speicherplatz: 7 GB verfügbarer Speicherplatz Soundkarte: DX11 compatible;;;;
757330;;Intel Celeron 1800 MHz ;256 MB RAM ;Intel HD Graphics DirectX: Version 9.0 ;
757350;;Core2Duo ;512 MB RAM ;Intel HD2000 ;
757380;;Intel i5-4590, AMD FX 8350 equivalent or better ;8 GB RAM ;Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better Network: Broadband Internet connection ;
757400;Requires a 64-bit processor and operating system ;Intel™ Core™ i5-4590 or AMD FX™ 8350, equivalent or better ;4 GB RAM ;Nvidia GTX 980 equivalent or better ;
757420;Requires a 64-bit processor and operating system ;Intel Core i3 or higher ;8 GB RAM ;NVIDIA GeForce GTX 460 or higher / AMD Radeon HD 6850 or higher DirectX: Version 11 Network: Broadband Internet connection ;
757440;;i3 or higer Graphics: Any Hard Drive: 300 MB available space Sound Card: Any;;;
757450;;;;;
757480;;3.0 GHz P4, Dual Core 2.0 (or higher) ;2 GB RAM ;Video card must be 128 MB or more and with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher). DirectX: Version 9.0 ;
757490;;Intel Core i5 2.0Ghz ;2 GB RAM ;Graphic board 256MB DirectX: Version 9.0 ;
757500;Requires a 64-bit processor and operating system ;Intel I5-4590, AMD FX8350 or better ;4 MB RAM ;Nvidia GeForce GTX 970, AMD Radeon R9 290 or better DirectX: Version 11 ;
757540;;1.6 GHz ;1 GB RAM ;DirectX 9.0 Compatible ;
757580;;;;;
757590;Requires a 64-bit processor and operating system ;Intel Celeron G3950 @ 3.00GHz ;2 GB RAM ;GeForce 610m 2GB and above DirectX: Version 11 ;
757600;Requires a 64-bit processor and operating system ;Intel Core i3-3220  or AMD equivalent ;4 GB RAM ;Intel HD Graphics 4000 or Nvidia GeForce GT640 DirectX: Version 11 ;
757630;;DualCore 1.8 GHZ ;4 GB RAM ;512m video memory Network: Broadband Internet connection ;
757670;;i5 ;8 GB RAM ;GTX1060 Network: Broadband Internet connection ;
757690;;Intel or AMD 1Gb ;512 MB RAM ;512 Mb DirectX: Version 9.0c ;
757700;;Dual Core + ;512 MB RAM ;Intel® HD Graphics 2500 DirectX: Version 9.0 ;
757720;;1.2 Ghz or faster processor ;512 MB RAM ;200 MB DirectX: Version 9.0 ;
757730;;;;;
757780;Requires a 64-bit processor and operating system ;Intel Celeron 1.86Ghz or higher ;4 GB RAM ;NVIDIA GeForce 470 GTX, AMD Radeon 6870 HD series card or higher Network: Broadband Internet connection ;
757810;;Intel(R) Celeron(R) GPU 2.16 GHZ ;1 GB RAM ;Intel hd 620 DirectX: Version 11 ;
757860;;Dual Core 3.2 GHz ;4 GB RAM ;NVIDIA GeForce GTX 560 (1 GB Memory) or equivalent discrete card (integrated cards may not work) DirectX: Version 11 ;
757870;;Core 4 Duo or higher ;1 GB RAM ;DirectX11 Compatible GPU with 1 MB Video RAM ;
757910;;1.7 GHz Dual Core Processor ;2048 MB RAM ;NVIDIA GeForce GT 420 DirectX: Version 11 ;
757990;;SSE2 instruction set support Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities;;;
758020;Requires a 64-bit processor and operating system ;Intel Core i5-4590 or AMD FX 8350, equivalent or better ;8 GB RAM ;GeForce GTX 970 (AMD Radeon R9 290) or better. ;
758050;Requires a 64-bit processor and operating system ;Mid-to-High END ;4 GB RAM ;Mid-to-High END DirectX: Version 11 ;
758070;;SSE2 instruction set support ;2 GB RAM ;DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities. DirectX: Version 9.0 ;
758080;;Intel Core i5 or AMD Quad-Core or better ;4 GB RAM ;NVIDIA GeForce GTX 260 or AMD Radeon HD 4770 or better (1GB VRAM) DirectX: Version 9.0c ;
758090;;Core2Duo 2.4Ghz ;2 GB RAM ;256M ;
758100;;Intel, AMD ;4 GB RAM ;AMD Radeon 6000 Series or equivalent DirectX: Version 9.0 ;
758120;;2,8 GHZ Dual Core ;3 GB RAM ;3D graphics 512 MB VRAM (medium-class) DirectX: Version 9.0c ;
758140;;;;;
758150;最低: ;;;;
758170;;Intel ;512 MB RAM ;256 MB ;
758190;;1 Ghz or faster processor ;512 MB RAM ;1GB VRAM DirectX: Version 9.0 ;
758210;;Intel Core i5-4590 or AMD FX 8350 ;4 GB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 DirectX: Version 11 ;
758220;;Intel® Pentium® i5 2.4 GHz eller AMD 3500+ ;2 GB RAM ;NVIDIA® GeForce 8800 or ATI Radeon® X1900, 512mb video memory required DirectX: Version 9.0c ;
758250;Requires a 64-bit processor and operating system ;Intel Core i5 2.3GHz ;4 GB RAM ;Video 1 GB DirectX: Version 10 ;
758280;;Intel(R) Core(TM) i5-6200U ;4 GB RAM ;Intel(R) HD Graphics 520 DirectX: Version 12 ;
758320;;1Ghz ;1 GB RAM ;DirectX or OpenGL compatible card ;
758330;;Intel i3-560 / AMD FX-4300 ;4 GB RAM ;NVIDIA GeForce GTX 650 Ti (1GB Vram) / AMD Radeon 6990 DirectX: Version 11 ;
758370;;2 ghz processor single core ;2 GB RAM ;Intel HD Graphics 3000 ;
758400;;Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher ;2 GB RAM ;Nvidia 8600 / Radeon equivalent (2009 era) DirectX: Version 9.0 ;
758410;Requires a 64-bit processor and operating system ;Intel Core i3-3210 / AMD Athlon II X4 555 ;4 GB RAM ;Radeon HD 6670 or NVIDIA Geforce GT710 with Min 2GB Memory DirectX: Version 11 Network: Broadband Internet connection ;
758470;;;;;
758480;;1.2 Ghz+ ;1 GB RAM ;Compatible with DirectX 9 ;
758500;;Intel i5 ;4 GB RAM ;Intel HD Graphics ;
758530;;1.0 GHz ;1 GB RAM ;Almost any ;
758560;Requires a 64-bit processor and operating system ;SSE2 instruction set support ;2 GB RAM ;DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities Network: Broadband Internet connection ;
758570;;Dual Core + ;512 MB RAM ;512MB + DirectX: Version 9.0 ;
758580;;2.5 GHZ ;1024 MB RAM ;;
758590;;1.6 GHz ;1024 MB RAM ;;
758600;;2.5 GHZ ;1024 MB RAM ;;
758610;;1.0 GHz ;1024 MB RAM ;;
758620;;1.4 GHz ;1024 MB RAM ;;
758630;;1.6 GH8 ;1024 MB RAM ;;
758650;;2.5 GHZ ;1024 MB RAM ;;
758660;Requires a 64-bit processor and operating system ;Intel i5-4590 equivalent or better ;8 GB RAM ;Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better ;
758700;;i3 Graphics: Standard HD graphics DirectX: Version 9.0 Hard Drive: 300 MB available space Sound Card: standard sound card or motherboard sound port Additional Notes: Game runs in locked 60fps;;;
