publisher,paginas_suporte_por_publisher,jogos_lancados,faturamento_min,suporte_por_jogo
"TD Indie",0,1,0,0.0000
Sssjim7,0,1,0,0.0000
"The Domaginarium",0,1,0,0.0000
dimeStudios,1,2,0,0.5000
"Suomen Kuljetusturva Oy",0,1,0,0.0000
2DGameMania,0,1,0,0.0000
"Kumkwat Entertainment",0,1,0,0.0000
S.E.E.D.,0,1,0,0.0000
"Red Mount Media Intl",0,1,0,0.0000
CasGame,0,1,0,0.0000
"Reboot Arcade",0,1,0,0.0000
HexGameStudio,0,1,0,0.0000
"BeiJing Da Xing Media Limited Company",0,2,0,0.0000
Thunderful,0,1,0,0.0000
"Edgy Games",0,1,0,0.0000
"NoxBiX Co,. Ltd.",0,1,0,0.0000
"Craptop Studios",0,1,0,0.0000
"Triconn Games",0,1,0,0.0000
WWW.ROSSPROGRAMMPRODUCT.COM,0,1,0,0.0000
"Garrett Fuselier",0,1,0,0.0000
"Mosaique Games",0,1,0,0.0000
"Ned van der Drift",0,1,0,0.0000
"Actuator Games LLC",0,1,0,0.0000
"Tatuzova Tatiana",0,1,0,0.0000
"Badri Bebua",0,1,0,0.0000
"Ace of Spades Studios",0,1,0,0.0000
Kreativitetsbanken,0,1,0,0.0000
"Porcelain Fortress",0,1,0,0.0000
"Dynamite Whale",0,1,0,0.0000
"Enemby Games",0,2,0,0.0000
"Angry games",0,2,0,0.0000
"Monolith Graphics;The Hideout",0,1,0,0.0000
Stequer,0,2,0,0.0000
ZBO,0,1,0,0.0000
"68k Studios",0,2,0,0.0000
VRMonkey,1,3,0,0.3333
"Alexander Tavintsev",0,1,0,0.0000
"Lanclan, LLC",0,1,0,0.0000
InArcade,0,6,0,0.0000
"Rafael Burgos",0,1,0,0.0000
"Because Because Games",0,1,0,0.0000
Qunee,0,1,0,0.0000
"Heideland GameWorks",0,1,0,0.0000
Mangobile,0,1,0,0.0000
"Archetype Edge LTD.",0,1,0,0.0000
"Nagy Zoltán",0,1,0,0.0000
"Rocking Pocket Games",0,1,0,0.0000
"Vecpoly Game",0,1,0,0.0000
"Simulacrum Interactive",0,1,0,0.0000
"FrozenCrate, LLC",0,1,0,0.0000
"Glock Software",0,2,0,0.0000
"PigeonCube Studios",0,1,0,0.0000
"Lev Gogol",0,3,0,0.0000
"TAS Systems Corp",0,2,0,0.0000
"Mind-altering Games",0,1,0,0.0000
"Killed Pixel Games",0,2,0,0.0000
"k.Song Tan",0,2,0,0.0000
KadenDS,0,1,0,0.0000
Oxana,0,1,0,0.0000
"Florent Goumot-Labesse",0,1,0,0.0000
"Wild Arts LLC",0,1,0,0.0000
EyesbergGame,0,1,0,0.0000
"That One Game Studio",0,1,0,0.0000
"Eclipse Gamse",0,1,0,0.0000
"KMA GAMES",0,1,0,0.0000
"Beat-Fu Studio",0,1,0,0.0000
"lojq studio",0,1,0,0.0000
"Denis Galewski",0,1,0,0.0000
"Uranium Soda Studio",0,1,0,0.0000
"Rymdfall AB",0,1,0,0.0000
"Munkyfoot Gaming",0,1,0,0.0000
"David Lewis",0,1,0,0.0000
"Cognitive Forge",0,1,0,0.0000
KTBL,0,1,0,0.0000
Tamasenco,0,1,0,0.0000
"Rig&Zig Entertainment",0,1,0,0.0000
DevNAri,0,1,0,0.0000
"Maple Whispering Limited",0,3,0,0.0000
NuevoSpanish,0,1,0,0.0000
Mottafier,0,1,0,0.0000
"Sameer Hirezi",1,2,0,0.5000
"Jorge Aires",0,1,0,0.0000
"CosmicCrystal Games",0,1,0,0.0000
BeconGamesCorp,0,2,0,0.0000
"BIG WOOD GAMES",0,3,0,0.0000
"Cyad Games",0,1,0,0.0000
"Rahul Martin",0,1,0,0.0000
"Smash The Code",0,1,0,0.0000
"Milk Shake",0,1,0,0.0000
"Earth and Life Marcoms",0,1,0,0.0000
"Game Hollywood",0,1,0,0.0000
"USERJOY Technology CO.,LTD.;USERJOY JAPAN CO., LTD.",0,1,0,0.0000
"Placate The Cattin Productions",0,1,0,0.0000
"LUK KUS SOFT",0,1,0,0.0000
"Based On The Play",0,1,0,0.0000
"Dimensional Studio",0,1,0,0.0000
"Mark Begenisich",0,1,0,0.0000
AlexHoratio,0,2,0,0.0000
"Constantly New Corp.",0,1,0,0.0000
"Magic Chopstick Games",0,1,0,0.0000
"Digital Continue",0,1,0,0.0000
"William Djalal",0,1,0,0.0000
TEAM_ETS,0,1,0,0.0000
"Syngaming Studios",0,1,0,0.0000
"Eight Pixels Square",0,1,0,0.0000
"Siberian Mouse",0,2,0,0.0000
"DigiPen Press",0,1,0,0.0000
"Nifty Tools UK",0,2,0,0.0000
Floofs,0,1,0,0.0000
Nyble;N99,0,1,0,0.0000
"Studio Stobie",0,1,0,0.0000
"N.R. Burnette",1,2,0,0.5000
"Reactor Heart ",0,1,0,0.0000
"Artii Games LLC",0,2,0,0.0000
Arglefumph,0,1,0,0.0000
MAKER.GG,0,1,0,0.0000
"Notus Games Ltd.",0,1,0,0.0000
"U24 Solutions",0,4,0,0.0000
"David Donarumo",0,1,0,0.0000
"Evan Murray",0,1,0,0.0000
WHMSOFT,0,1,0,0.0000
DitheryGames,0,1,0,0.0000
ImagineVR,0,1,0,0.0000
"Part Time Monkey",0,1,0,0.0000
"The Game Forger",0,1,0,0.0000
"yellaUmbrella Productions",0,1,0,0.0000
EugeneLee,0,1,0,0.0000
"Northern Amusements",0,1,0,0.0000
"Lamina Studios",0,1,0,0.0000
"Artless Games",0,1,0,0.0000
"BBB Games",0,1,0,0.0000
BalloonMooseGames,0,1,0,0.0000
"Ncube Inc.",0,1,0,0.0000
"National ancient journey",0,1,0,0.0000
"Kev Jackson",0,3,0,0.0000
"Turmoil Studios",0,1,0,0.0000
"Wonder Cult",0,1,0,0.0000
"StoryTale Studios;Maple Whispering Limited;AGM PLAYISM",0,1,0,0.0000
Shinyuden,0,1,0,0.0000
"Burnout Game Ventures",0,1,0,0.0000
"Wu Zhang",0,1,0,0.0000
"Red Sky Studios",0,1,0,0.0000
Studio48,2,4,0,0.5000
"Hot Byte Games",0,1,0,0.0000
"Challenge Yourself Productions",0,2,0,0.0000
"Johan Hammes",0,1,0,0.0000
"Kinox Studios LLC",0,1,0,0.0000
ImperiumGame,0,7,0,0.0000
crowgames,0,3,0,0.0000
"Shenzhen zhengyilong technology co. LTD.",0,1,0,0.0000
ChimpLabs,0,1,0,0.0000
" Polina Medyanik",0,1,0,0.0000
"Lemix game",0,1,0,0.0000
Giks,0,2,0,0.0000
"Petite Fleur Productions",1,4,0,0.2500
"L&D Games",0,1,0,0.0000
Wombatgames,0,1,0,0.0000
"GAMES FOR HUMANS",1,2,0,0.5000
"Mitch Kuronya",0,1,0,0.0000
WoksOnStudios,0,2,0,0.0000
BoringKate,0,1,0,0.0000
"Gyro-Games Inc.",0,1,0,0.0000
Culturplay,0,1,0,0.0000
"Bigbug Studio",0,1,0,0.0000
"Studio Gamaii",0,3,0,0.0000
"Vito Devs",0,1,0,0.0000
"Rocket Cola Studio",0,1,0,0.0000
"Taiwan Public Television Service Foundation",0,1,0,0.0000
"Neonchimp Games",0,1,0,0.0000
"Heroic Games Studio",0,1,0,0.0000
Ramen,0,1,0,0.0000
ektomarch,1,2,0,0.5000
"Gamer Sensei",0,1,0,0.0000
purol,0,1,0,0.0000
"Christopher Wagner",0,1,0,0.0000
"Alvios, Inc.;Bad Habit Productions",0,1,0,0.0000
Yannstr,0,1,0,0.0000
"Software Wolf",0,1,0,0.0000
"Eduardo Barreto",0,1,0,0.0000
"Alexander Casha",0,1,0,0.0000
Retryable,0,1,0,0.0000
LSGames,0,1,0,0.0000
FHNBHJ,0,1,0,0.0000
"Gamera Game;idealCat",0,1,0,0.0000
"Sand Sailor Studio",0,1,0,0.0000
DEtH_MoroZ,0,1,0,0.0000
EreaDrone,0,1,0,0.0000
"Stephan Weiss",0,1,0,0.0000
"Oleksandr Savostianov",0,1,0,0.0000
"LimeVibe Games",0,1,0,0.0000
OnPluto,0,1,0,0.0000
"Zine FALOUTI",0,1,0,0.0000
"Dead Fish Eye",0,1,0,0.0000
"Good Game Co.Ltd",0,1,0,0.0000
"VoleR Creative",0,1,0,0.0000
lovelin,0,1,0,0.0000
"SystemSoft Alpha Corporation",0,1,0,0.0000
Blue_Trigger,0,1,0,0.0000
"NINE VR",0,3,0,0.0000
"KR Game Studios",0,1,0,0.0000
"Jolt Country",0,1,0,0.0000
"Myoubouh Corp",1,2,0,0.5000
"RESPECT TEAM",0,1,0,0.0000
teamsupport,0,2,0,0.0000
"Aberrant Realities",0,1,0,0.0000
"Harris Pipocas",0,1,0,0.0000
AQGames,0,2,0,0.0000
"Laush Stuido",0,1,0,0.0000
"Shard Real",0,2,0,0.0000
"Crystal Game Works",0,2,0,0.0000
"Jundroo, LLC",2,3,0,0.6667
"Ferocious Bunny",0,1,0,0.0000
IKRATKOE,0,1,0,0.0000
"Antoine Hésèque",0,1,0,0.0000
"Cow Corp.",0,3,0,0.0000
VironIT,0,1,0,0.0000
"Dankov Games",0,1,0,0.0000
"LLC Blini Games",0,1,0,0.0000
"First Place Games",0,1,0,0.0000
MaruStudio,0,1,0,0.0000
GFX47;WhisperGames,0,1,0,0.0000
"Distant Lantern Studios Ltd",0,1,0,0.0000
RobProductions,1,2,0,0.5000
"Ator Neba",0,1,0,0.0000
Shenshella,0,1,0,0.0000
wuxin,0,1,0,0.0000
"Yarne Games",0,1,0,0.0000
Brogames;IceMakerZero,0,1,0,0.0000
Kastrye,0,1,0,0.0000
"Maximilian Ritters",0,3,0,0.0000
SeedWall,0,3,0,0.0000
"VICE Productions (Poachers) Inc. ",0,1,0,0.0000
Endwise;HatFeather,0,1,0,0.0000
"Maksim Chudaev",0,1,0,0.0000
mirzagame5,0,2,0,0.0000
"Somnium Space Ltd.",0,2,0,0.0000
"Zelenov Artem",0,1,0,0.0000
"Full Down Games",0,1,0,0.0000
ZeichiGames,0,1,0,0.0000
Nezphere,0,1,0,0.0000
StikiPixels,0,1,0,0.0000
"Amazing VR",0,1,0,0.0000
"Upside Down Fox",0,1,0,0.0000
RoBot,0,4,0,0.0000
CGevo,0,1,0,0.0000
"Vesna Games",0,1,0,0.0000
"Timothy Findling",0,1,0,0.0000
Gamungu,0,1,0,0.0000
ExtinctionArts,0,1,0,0.0000
"Lonely Boy Studio Inc.",0,1,0,0.0000
"Alpha unit",0,1,0,0.0000
"Pixel Sunset Studio",0,1,0,0.0000
ChillFun,0,3,0,0.0000
"TOM CREATE CO.,LTD.",0,1,0,0.0000
dev4play,0,3,0,0.0000
Koruka,0,1,0,0.0000
SaFiKiK,0,1,0,0.0000
"Brian Guidarini",0,1,0,0.0000
Heekdevelopment,1,2,0,0.5000
GalactaVision,0,1,0,0.0000
"Nexcore Studios",0,1,0,0.0000
"Magicvalley Studio",0,4,0,0.0000
"MentaLoop Games",0,1,0,0.0000
"Fury Games Production",0,12,0,0.0000
LoneDev,0,1,0,0.0000
"Cafe Shiba",0,1,0,0.0000
"TYB Publishing",0,2,0,0.0000
"Erik 'The' Bell",0,1,0,0.0000
"Five Aces Publishing Ltd.",0,1,0,0.0000
"Kluster Games",0,1,0,0.0000
"Ugliest Horse Studio",0,1,0,0.0000
AbstractGameStudio,0,2,0,0.0000
TingThing,0,1,0,0.0000
"Petcom ltd.",0,1,0,0.0000
"Thor Gaming",0,3,0,0.0000
"University of Cambridge Engineering Department",0,1,0,0.0000
"David AE",0,1,0,0.0000
"Matthew Nuss",0,1,0,0.0000
"Voronoi Games",0,1,0,0.0000
Agelvik,0,2,0,0.0000
"Jason Aldred",0,1,0,0.0000
"John McElhaney",0,1,0,0.0000
"Cubic Bit",0,2,0,0.0000
"Roman Shuvalov",0,1,0,0.0000
"Inca Games",0,3,0,0.0000
socah,0,1,0,0.0000
"GamePowerEs Team",0,1,0,0.0000
"Gunval Team",0,1,0,0.0000
"NekoNyan Ltd.",0,3,0,0.0000
"J?nis Circenis",0,1,0,0.0000
"BaileyHausdorff Systems",0,1,0,0.0000
ImproVive,0,1,0,0.0000
"Potion Games",0,1,0,0.0000
"Eric Baskin",0,1,0,0.0000
SC.Wu,0,1,0,0.0000
"Golden Epoch Media",0,1,0,0.0000
"Aslan Game Studio",1,2,0,0.5000
"The Black Jester and Realm of the Mental Midget Slayer",0,1,0,0.0000
"Emir Games",0,1,0,0.0000
"Micro Revolution LLC",0,1,0,0.0000
"David Seifers",0,1,0,0.0000
SoundAndFuryGames,0,1,0,0.0000
"McPoyLE Games",0,1,0,0.0000
"Jumb-O-Fun Games Inc",0,1,0,0.0000
"Opal Games",0,1,0,0.0000
"Banana Spilt",0,1,0,0.0000
"Guangzhou little lamb Animation Technology Co., Ltd.",0,1,0,0.0000
"Life Zero;Hiberus Games",0,1,0,0.0000
Gamegrustudio,0,1,0,0.0000
Pjural,0,2,0,0.0000
"Mata;Plug In Digital",0,1,0,0.0000
MME,0,1,0,0.0000
"dragonGlitch Games LLC",0,1,0,0.0000
"Tech Titan, LLC.",0,1,0,0.0000
"Jonathan Moye",0,1,0,0.0000
"Michael Amzovski",0,1,0,0.0000
"Netdragon Websoft Inc",0,1,0,0.0000
"SteinBock Games",0,1,0,0.0000
Date/Time,0,1,0,0.0000
"Chota Games Studio",0,1,0,0.0000
"Super Bit Machine",0,1,0,0.0000
Precatio,0,1,0,0.0000
"INDIECN ",0,1,0,0.0000
"Team Lambda",0,1,0,0.0000
Smartmove,0,2,0,0.0000
2axion,0,1,0,0.0000
Gold5Games,0,1,0,0.0000
"Sunfall games",0,1,0,0.0000
MagicK,0,2,0,0.0000
dosinis,0,1,0,0.0000
"Studio Cypix",0,1,0,0.0000
"Pavel Black",0,1,0,0.0000
stardust.ch,0,1,0,0.0000
"Unlit Interactive",0,1,0,0.0000
Dreamflake,0,1,0,0.0000
DreamWorldGames,0,1,0,0.0000
"Gamalocus Studios",0,1,0,0.0000
"Heavenward Games",0,1,0,0.0000
Chukobyte,0,1,0,0.0000
"Monster Tree",0,1,0,0.0000
WISECAT,0,3,0,0.0000
kjkjkAIStudio,0,1,0,0.0000
"Broxilia LTD",0,1,0,0.0000
OCTET,0,1,0,0.0000
StellarXiela,0,1,0,0.0000
"Lazarus Software",0,1,0,0.0000
Merryacht,0,1,0,0.0000
ThiefCat,0,1,0,0.0000
no_rest,0,1,0,0.0000
"Raising Awesome",0,1,0,0.0000
gfdsahdgsye7,0,6,0,0.0000
"Extra Mile Studios",0,1,0,0.0000
"704 Games Company",0,1,0,0.0000
"SDC Ventures",0,2,0,0.0000
"In Vitro Games",0,1,0,0.0000
KillGame,0,1,0,0.0000
"Team Navigator",0,1,0,0.0000
"Dmitry Azarov",0,1,0,0.0000
"Two Bits Kid",0,1,0,0.0000
"NaA Studios",0,1,0,0.0000
"Lachlan Woods",0,1,0,0.0000
Repixel8,0,1,0,0.0000
"Evil Burgers",0,1,0,0.0000
Donteco,0,2,0,0.0000
"Hernan Caro Vilaburges",0,1,0,0.0000
PuzzleSpace,0,1,0,0.0000
"GoldenCrest Games",0,1,0,0.0000
"Labrodex Inc",0,1,0,0.0000
"ON Reality lab.",0,1,0,0.0000
"LB Studios",0,1,0,0.0000
Saberphrog,0,1,0,0.0000
"ByteErrsLots Games",0,1,0,0.0000
"Digital Dog Games",0,1,0,0.0000
"IO Games",0,2,0,0.0000
"QUIKIN Games",0,2,0,0.0000
SignSine,0,1,0,0.0000
Mimic,0,1,0,0.0000
"Blue Palm Studio",0,1,0,0.0000
Aikesi,0,1,0,0.0000
"Wanana Games",0,1,0,0.0000
Roxra,0,1,0,0.0000
SpinVR,0,1,0,0.0000
"O'olBlue Inc.",0,2,0,0.0000
"Tim Veletta",0,1,0,0.0000
1MP,0,1,0,0.0000
"Sourabh P Hamigi",0,1,0,0.0000
Gameloft,1,6,0,0.1667
Tendogames,0,1,0,0.0000
"Renan Miguelote Vianna",0,1,0,0.0000
"Pomp Life Studios",0,1,0,0.0000
Andwhy,0,1,0,0.0000
"Clockwork Origins",0,1,0,0.0000
Grevicor,0,1,0,0.0000
"Sinkhole Studio",0,1,0,0.0000
Henrico,0,1,0,0.0000
"Girls Dance Studio",0,1,0,0.0000
"Osgoode Media",0,1,0,0.0000
XiaogengXu,0,1,0,0.0000
"Hyper Combo Studio",0,1,0,0.0000
"Alex Ilitchev",0,1,0,0.0000
Hubiao,0,3,0,0.0000
"Spinix Games",0,1,0,0.0000
WarMachine,0,1,0,0.0000
"Good Game Studio Co., Ltd.",0,1,0,0.0000
"Cold Pressed Games",0,1,0,0.0000
"Dead Peach",0,1,0,0.0000
"Kynoa SA",0,1,0,0.0000
80Arcade,0,1,0,0.0000
Mercator,0,1,0,0.0000
"Trilum Studios;RSPCA",0,1,0,0.0000
LPS-Interactive,0,1,0,0.0000
StelloHexis,0,1,0,0.0000
Afterburn,0,1,0,0.0000
16air,0,1,0,0.0000
CaveBoy36,0,1,0,0.0000
"The Commander",0,2,0,0.0000
"Michael Seaholm",0,1,0,0.0000
"Lightning Zebra",0,2,0,0.0000
Indiegma,0,1,0,0.0000
"The Strike Team",0,1,0,0.0000
"Autumn VR ",0,1,0,0.0000
"Lucid Dreaming",0,1,0,0.0000
"Mad Mimic",0,1,0,0.0000
"Cyan Worlds;Ubisoft",0,2,0,0.0000
"Delve Interactive",0,1,0,0.0000
Hakagame,0,1,0,0.0000
SergioPoverony,0,2,0,0.0000
"Silverwing Productions S.L.",0,1,0,0.0000
Zatun,0,1,0,0.0000
"Lenovo Ukraine",0,1,0,0.0000
"(STCG) Smoker The Car Game",0,1,0,0.0000
Opendream,0,1,0,0.0000
"Different Game Studio",0,1,0,0.0000
Mr.Purple,0,1,0,0.0000
"Perfect Acorn",0,1,0,0.0000
"Tozai Games, Inc.",0,2,0,0.0000
"Smokey Moose Games",0,3,0,0.0000
"Mika Mobile, Inc.",0,1,0,0.0000
Digitalworks,0,1,0,0.0000
"BSS company",0,1,0,0.0000
"Fabio Adamo",0,2,0,0.0000
"Runesoft GmbH",1,4,0,0.2500
"Deeplink Studios",0,1,0,0.0000
"China Sky Carving Game",0,1,0,0.0000
"Hot Zombies Games",0,1,0,0.0000
"Tesseract Software",0,1,0,0.0000
"Hashed Egg",0,1,0,0.0000
"Jonah Gasson",0,1,0,0.0000
"Pixel Cattle Games",0,1,0,0.0000
jitensyasougyou,0,1,0,0.0000
Oliveshark,0,1,0,0.0000
"Zkolibre Studio",0,2,0,0.0000
"Onix Fox",0,1,0,0.0000
"AR Gaming",0,1,0,0.0000
"HAN XU",0,1,0,0.0000
"SPARK Games",0,1,0,0.0000
JMV,0,1,0,0.0000
"Imex Media Inc",0,1,0,0.0000
"Epsotic LLC",0,1,0,0.0000
"origamihero games",0,2,0,0.0000
"Vorge Studio",0,1,0,0.0000
"Koyannis Games",0,1,0,0.0000
BLAV,0,1,0,0.0000
"Rimma Filato",0,3,0,0.0000
"Eroticon VR",0,1,0,0.0000
Kekitopu,0,1,0,0.0000
"Benjamin Rommel Games",0,2,0,0.0000
"Joseph Griggs",0,1,0,0.0000
Blacksmith,0,1,0,0.0000
GonzoVR,0,1,0,0.0000
QingHun,0,1,0,0.0000
"Ape Apps",0,2,0,0.0000
Checkmaty,0,1,0,0.0000
"Top Secret Studios",0,1,0,0.0000
"Flaming Bat Studios",0,1,0,0.0000
INDIEGAMES.CN,0,2,0,0.0000
"Ricardo Pratas",0,2,0,0.0000
TonAme,0,1,0,0.0000
Kombinat,0,1,0,0.0000
"Sacred Star Team",0,1,0,0.0000
"Ninba Games",0,2,0,0.0000
SAARSE,0,1,0,0.0000
"Catness Game Studios",1,2,0,0.5000
"Obumo Games",0,2,0,0.0000
"Wreck Tangle Games",0,2,0,0.0000
"NoName Developments",0,1,0,0.0000
HronosGame,0,1,0,0.0000
"Zeuta Caffe",0,1,0,0.0000
"Xenofusion Studios",0,1,0,0.0000
"Storming Tech",0,2,0,0.0000
"Ralph Schaedler",0,1,0,0.0000
"Havishamone Games",1,2,0,0.5000
"BADA Games",0,1,0,0.0000
EnterUserNamePlease,0,1,0,0.0000
"Execution Unit Ltd",0,1,0,0.0000
"Good Free Games To Play",0,1,0,0.0000
"Bleeding Edge Studio",0,2,0,0.0000
"James Earl Cox III",0,1,0,0.0000
CYCLOPS,0,1,0,0.0000
"3D FACTORY",0,3,0,0.0000
"Flint Games",0,1,0,0.0000
"Han Zhiyu",0,1,0,0.0000
PlatformaVR,0,1,0,0.0000
"Purple Studios",0,1,0,0.0000
"Zoka Bros.",0,1,0,0.0000
"Falco Games",0,3,0,0.0000
"Jeffrey marsh",0,1,0,0.0000
"Malicious Games",0,1,0,0.0000
"sheepChat Team",0,1,0,0.0000
"Kathlyn Games",0,1,0,0.0000
Innersloth,0,1,0,0.0000
"NOHAM Games",0,1,0,0.0000
"gbelo Games",0,1,0,0.0000
"Tall Guy Productions",0,1,0,0.0000
"Mature Games",0,1,0,0.0000
"Only Voxel Games",0,3,0,0.0000
EtherGaming,0,1,0,0.0000
"Akamurasaki Games",0,1,0,0.0000
"Beamz Interactive, Inc.",0,1,0,0.0000
"INCENDIARY ENTERTAINMENT",0,1,0,0.0000
"Tired Dad Games",0,1,0,0.0000
Tehawar,0,1,0,0.0000
"Anthopper Development",0,1,0,0.0000
"Sea Creature Sandwich",0,1,0,0.0000
"Phantom8 Studio",0,1,0,0.0000
Sassybot,1,2,0,0.5000
"Mirain Mainklain",0,2,0,0.0000
"Ravengrounds LIMITED",0,1,0,0.0000
"Anarchy Softworks LLC",0,2,0,0.0000
Ravanok,0,1,0,0.0000
"Vault Softworks",0,1,0,0.0000
"Jason Kaldenbach",0,1,0,0.0000
Ambiera,1,3,0,0.3333
NS,0,3,0,0.0000
Dungeonation,0,1,0,0.0000
"Quiet Storm",0,1,0,0.0000
"OGUREC APPS",0,1,0,0.0000
"Black Deck Crew",0,1,0,0.0000
Glanderco,1,2,0,0.5000
"MAENTRUS DIGITAL LAB PT",0,1,0,0.0000
"CHOU CHENG LU",0,1,0,0.0000
"Lorag Games",1,3,0,0.3333
"Dmitry Morozov",0,1,0,0.0000
"Tonye Amienyo",0,2,0,0.0000
"Polinc Games",0,1,0,0.0000
"Composition Game Studio",0,1,0,0.0000
FinalBit,0,1,0,0.0000
"M.R.S.;LUAN PLAY Studio",0,1,0,0.0000
"Dandy Dino Studio",0,1,0,0.0000
"IceTorch Interactive",2,5,0,0.4000
"Ripknot System",0,1,0,0.0000
"NOINDEX GAMES",0,1,0,0.0000
"DCELL GAME STUDIO",0,1,0,0.0000
"??? Personal Studio",0,2,0,0.0000
"Dance studio mix",0,1,0,0.0000
"Fluffy Menace",0,1,0,0.0000
"MayoNinja Games",0,1,0,0.0000
"Infinite Beta Games",0,1,0,0.0000
"Flat Hill Games",0,1,0,0.0000
"Luohua Studio",0,1,0,0.0000
"Ironic Title Studio",0,1,0,0.0000
"Biscuit Play",0,1,0,0.0000
"Fire Leaf Studio",0,1,0,0.0000
TMR,0,1,0,0.0000
Slugsoft,0,1,0,0.0000
"Last Tower",0,1,0,0.0000
"TheoNeo Games",0,1,0,0.0000
RTWS,0,2,0,0.0000
"prettysmart games",0,1,0,0.0000
"Goblinz Digital;Whisper Games",0,1,0,0.0000
plagueNurse,0,1,0,0.0000
" Mirain Mainklain",0,1,0,0.0000
Triority,0,4,0,0.0000
"Blackwood Specter",0,1,0,0.0000
Genlivpat,0,1,0,0.0000
xexai,0,1,0,0.0000
"Pigmeu Games",0,1,0,0.0000
FunFant,0,1,0,0.0000
Hermitown,0,1,0,0.0000
"Happy Snake Games",0,2,0,0.0000
"October Games",0,1,0,0.0000
Polyflame,0,1,0,0.0000
Stealthygolem,0,1,0,0.0000
Borisoft,0,1,0,0.0000
"4 Fun Studio Inc.",0,1,0,0.0000
"Kain Swartzbaugh",0,2,0,0.0000
XWidgetSoft,0,4,0,0.0000
"NeWa Studios",0,1,0,0.0000
"Gronzragüer Games",0,2,0,0.0000
"Radio 13 Games",0,1,0,0.0000
"Alper Tüccar",0,1,0,0.0000
DHC-APPS,0,1,0,0.0000
"otter otter game",0,1,0,0.0000
NiYOtan,0,1,0,0.0000
"Tobias Gaertner",0,1,0,0.0000
"Kampai Studio",0,1,0,0.0000
"UNLTD inc.",0,1,0,0.0000
Forceight,1,2,0,0.5000
"Noblemen VR",0,1,0,0.0000
IKIGames,0,1,0,0.0000
"Paul Kearley",0,1,0,0.0000
"Twelve Tiles",0,1,0,0.0000
"Halit Büyüky?lmaz",0,1,0,0.0000
"Round Squares Studios LTD",0,1,0,0.0000
"Blank Name Games",0,1,0,0.0000
"Heat Wave Games",0,1,0,0.0000
ZeroHQ,0,1,0,0.0000
"Ivan Zanotti's MyMadnessWorks",1,2,0,0.5000
"New Adult Reality",0,1,0,0.0000
"Devious Minds",0,1,0,0.0000
"DIMI Game Studio",0,1,0,0.0000
"Wooden Anchor Games",0,1,0,0.0000
Tormentor,0,2,0,0.0000
Levhi,0,1,0,0.0000
games.Sharbit,1,2,0,0.5000
"Incuvo S.A.",0,1,0,0.0000
"WS net",0,1,0,0.0000
"Cross Link",0,1,0,0.0000
"PRO2131 LLC",0,1,0,0.0000
"Ultimate Games S.A.;Gaming Factory S.A.",0,1,0,0.0000
"Jordan Magnuson",0,1,0,0.0000
"Noodle Games",0,1,0,0.0000
"Team Spicy",0,1,0,0.0000
"Unreal Gaming",0,5,0,0.0000
"Fall Damage",0,1,0,0.0000
"Nyanko Gaming",0,2,0,0.0000
"Abyte Entertainment",0,1,0,0.0000
"Xuanjin Studio",0,1,0,0.0000
"Ziopops Limited",0,1,0,0.0000
"Rubika Supinfogame",0,1,0,0.0000
"Station 437",0,2,0,0.0000
"Owen Smallwood;Duncan Boyes",0,1,0,0.0000
AppleCoffee,0,2,0,0.0000
"Antiquity Studio",0,1,0,0.0000
"NITETIME Studios",0,1,0,0.0000
QuickAdventures,0,1,0,0.0000
Ettinsoft,0,1,0,0.0000
"Sleepless Inc.",0,1,0,0.0000
"Ayman Isam Alketbi",0,1,0,0.0000
"Team Andres",0,1,0,0.0000
"DFI Records",0,1,0,0.0000
??????;??????,0,1,0,0.0000
"The Pixel Mine Ltd",0,1,0,0.0000
"EF Universe Games LLC",0,2,0,0.0000
Joccish,0,1,0,0.0000
"RR Games",0,1,0,0.0000
"NoTime Studios",0,2,0,0.0000
"Cem Akal?n",0,1,0,0.0000
Taka,0,1,0,0.0000
OCP,0,2,0,0.0000
"AN GAMES Co.,Ltd",0,1,0,0.0000
"Monochrome Paris",0,1,0,0.0000
nima,0,1,0,0.0000
Feardemic,0,2,0,0.0000
"Dust Storm Entertainment",0,1,0,0.0000
"Doubleton Game Studio",0,1,0,0.0000
PlayFusion,0,2,0,0.0000
hishapes,0,2,0,0.0000
"Give Me Money",0,1,0,0.0000
Bizengames,0,1,0,0.0000
"Petter Malmehed",0,1,0,0.0000
"Studio Snowspot;T Allen Studios",0,1,0,0.0000
"Arkenstone Games",0,1,0,0.0000
AlinoVR,0,1,0,0.0000
"Noodletub Games",0,1,0,0.0000
Heptamind,0,1,0,0.0000
"ALIENS Corporation",0,1,0,0.0000
"Toruko Games",0,1,0,0.0000
TwoWizards,0,1,0,0.0000
"Metaphore Games SAS",0,1,0,0.0000
"WaRPG Studio",0,1,0,0.0000
"Tempera Games",0,1,0,0.0000
"Miskatonic Studio",0,1,0,0.0000
BREAKINGcode,0,1,0,0.0000
"Vadd games",0,1,0,0.0000
"Kara Stone",0,1,0,0.0000
shinryu,0,1,0,0.0000
WhiteLakeStudio,0,4,0,0.0000
"Reblexis Studio",0,1,0,0.0000
"Splout Ltd.",0,1,0,0.0000
"Milan Babuskov",0,1,0,0.0000
"Roastery Games",0,1,0,0.0000
"louis morel",0,1,0,0.0000
NPCWARE,0,1,0,0.0000
"David Mohr Gould",0,1,0,0.0000
